ID,ScientificName,Dak_Cval,AB_Cval,KS_Cval,IL_Cval,Dispersal_syndrome,Dispersal_unit_type,Leaf_arrangement_type,Leaf_color,Leaf_compoundness,Leaf_phenology,Leaf_phenology_type,Leaf_shape,Photosynthesis_pathway,Plant_growth_form,Plant_growth_rate,Plant_lifespan,Plant_propagation_type,Plant_resprouting_capacity,Plant_tolerance_to_drought,Plant_tolerance_to_fire,Plant_tolerance_to_salt,Plant_tolerance_to_shade,Plant_vegetative_regeneration_capacity,Plant_woodiness,Seed_germination_requirement,Seed_storage_behaviour,LDMC,leafN_drymass,Seed_germ_rate,Seed_mass,SLA_no_petiole_or_rachis,SLA_plus_petiole_and_rachis,Veg_height
535,Liatris squarrosa,8,,7,7,wind,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,no,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.430819116,22.06384,NA,2.6697,19.49820219,NA,0.4548
537,Lilium philadelphicum,8,,,10,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.138011696,NA,97,0.659,NA,20.93898305,0.4
541,Lindernia dubia,2,,4,5,multi,seed,opposite,NA,simple,NA,deciduous,NA,NA,herb,NA,annual,NA,no,NA,NA,NA,NA,NA,non-woody,NA,NA,0.08497103,16.19003667,NA,0.01,NA,72.75675929,0.1
544,Linum sulcatum,7,,6,8,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.28358209,23.055,NA,0.3175,15.48387094,NA,0.458
545,Liparis loeselii,10,,,8,auto,seed,rosette,NA,simple,NA,deciduous,cuneate,c3,herb,NA,perennial,NA,NA,NA,NA,NA,intolerant,yes,non-woody,NA,NA,0.074413,NA,NA,0.004,NA,38.005,0.1
546,Lithospermum canescens,7,,,6,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.2681232,16.41457143,NA,2.817,NA,14.43083537,0.282
547,Lithospermum caroliniense,8,,6,7,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,17.82333333,NA,7.161690417,NA,15.52385961,0.471666667
548,Lithospermum incisum,7,,5,8,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.24304419,19.06,NA,11.48857143,12.82051282,NA,0.262
549,Lithospermum latifolium,10,,9,9,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,22.333,NA,NA,NA
551,Lobelia siphilitica,7,,4,4,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,15.31,NA,0.036875,14.24501425,NA,NA
552,Lobelia spicata,6,,,4,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,no,NA,NA,NA,NA,NA,non-woody,NA,NA,0.230485201,NA,NA,0.064503296,18.82734686,29.81324886,0.310571429
557,Lonicera dioica,5,,8,10,auto,NA,opposite,NA,compound,NA,NA,NA,c3,vine,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,NA,NA,NA,6.214,NA,NA,3
559,Lupinus pusillus,6,,4,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,14.34285714,NA,NA,NA
560,Luzula multiflora,7,,,5,animal,seed,rosette,NA,simple,NA,deciduous,NA,c3,graminoid,NA,perennial,seed and vegetative,NA,NA,NA,NA,intolerant,yes,non-woody,NA,orthodox,0.268811772,22.97635563,NA,0.892590909,25.86002822,18.5321008,0.218244444
561,Lycopus uniflorus,8,3,6,7,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.216875,NA,NA,0.8
562,Lygodesmia juncea,2,,3,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,Lysimachia ciliata,6,,,4,NA,NA,whorled,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.2137125,12.5,NA,1.076833333,NA,35.10855625,NA
564,Lysimachia hybrida,5,,6,7,NA,NA,whorled,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.299859668,NA,NA,0.02,NA,24.01226166,0.1396875
565,Lysimachia quadriflora,8,,,9,NA,NA,whorled,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.284090909,NA,NA,0.28,NA,NA,0.446
566,Lysimachia thyrsiflora,7,6,8,,gravity,seed,opposite,green,simple,SpSu,deciduous,cuneate,c3,herb,moderate,perennial,NA,no,none,intermediate,none,intolerant,yes,non-woody,no,uncertain,0.18751,NA,NA,NA,38,44.470102,0.48807619
567,Lythrum alatum,9,,4,5,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,13.13,NA,0.05,14.27272729,NA,NA
571,Maianthemum canadense,8,,,10,NA,NA,alternate,NA,simple,NA,deciduous,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.181082259,20.65788199,60,9.15,26.08412698,30.32439827,0.078793478
576,Marsilea vestita,2,,4,,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,Matteuccia struthiopteris,10,,,9,NA,spore,rosette,green,simple,NA,deciduous,pinnate,c3,fern,NA,perennial,NA,NA,NA,NA,NA,NA,none,non-woody,NA,NA,0.266438284,29.28849821,NA,0.00001,27.42195623,22.55,0.912173913
583,Menispermum canadense,8,,4,4,animal,NA,alternate,NA,simple,NA,deciduous,NA,NA,vine,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,orthodox,0.2261718,NA,NA,68.78333333,NA,32.8129368,0.555
584,Mentha arvensis,3,4,,4,gravity,seed,opposite,green,simple,Sp,deciduous,cuneate,c3,herb,moderate,perennial,seed and vegetative,no,low,no,none,intolerant,yes,non-woody,no,orthodox,0.193521998,16.49128395,100,0.165841939,36.38983766,50.41686714,0.376984242
585,Mentzelia decapetala,5,,7,,NA,NA,alternate,green,simple,SpSu,NA,NA,NA,herb,fast,perennial,NA,no,high,no,none,intolerant,yes,non-woody,yes,NA,NA,NA,NA,1.036520734,NA,NA,1.0668
588,Mentzelia oligosperma,7,,4,10,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,13.16,NA,7.25,16.10305958,NA,NA
590,Menyanthes trifoliata,10,8,,,gravity,seed,alternate,green,simple,SpSu,deciduous,palmate,c3,herb,moderate,perennial,vegetative,no,none,intermediate,none,intolerant,yes,non-woody,no,uncertain,0.186028444,26.31516039,NA,2.783302693,24.33076923,18.76463667,0.289938947
595,Mimulus ringens,6,,5,5,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.196646152,NA,81,0.028268597,25.39346222,43.60396667,0.463333333
597,Monarda pectinata,5,,4,,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,Monotropa uniflora,10,,7,8,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,19.7,NA,NA,NA,NA,0.2
601,Muhlenbergia asperifolia,2,,4,,NA,NA,alternate,yellow-green,simple,SpSuF,NA,NA,NA,graminoid,moderate,perennial,NA,no,low,intermediate,high,tolerant,yes,non-woody,no,NA,NA,NA,NA,0.132386473,NA,NA,0.6096
602,Muhlenbergia cuspidata,8,,5,10,NA,NA,alternate,green,simple,SpSu,NA,NA,c4,graminoid,moderate,perennial,NA,no,high,intermediate,none,intolerant,yes,non-woody,no,NA,NA,10.49,NA,0.259483092,21.55172414,NA,0.42672
603,Muhlenbergia filiformis,10,,8,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.083,NA,NA,NA
604,Muhlenbergia frondosa,4,,3,3,NA,NA,alternate,green,simple,SpSuF,NA,NA,NA,graminoid,moderate,perennial,NA,no,low,intermediate,none,tolerant,yes,non-woody,no,NA,NA,17.79,NA,0.156386473,18.93939394,NA,0.6096
605,Muhlenbergia glomerata,10,7,,,NA,NA,alternate,green,simple,SpSuF,NA,NA,c4,herb,moderate,perennial,NA,no,low,intermediate,medium,intermediate,yes,non-woody,no,NA,NA,NA,NA,0.200772947,NA,NA,0.9144
608,Muhlenbergia racemosa,4,,,0,NA,NA,alternate,green,simple,SpSuF,NA,NA,c4,graminoid,moderate,perennial,NA,no,low,intermediate,low,tolerant,yes,non-woody,no,NA,0.352813468,25.90533333,NA,0.233288332,27.47252747,35.43225114,0.358788235
609,Muhlenbergia richardsonis,10,6,,,NA,NA,alternate,green,simple,SpSu,NA,NA,c4,herb,fast,perennial,NA,no,low,intermediate,none,intolerant,yes,non-woody,no,NA,NA,NA,NA,0.301932367,NA,NA,0.1524
610,Muhlenbergia sylvatica,5,,6,7,NA,NA,alternate,green,simple,SpSuF,NA,NA,NA,herb,moderate,perennial,NA,no,low,intermediate,none,intermediate,yes,non-woody,no,NA,NA,NA,NA,0.603864734,NA,NA,0.9144
612,Myosurus minimus,2,,0,0,animal,seed,rosette,green,simple,SpSu,deciduous,lanceolate,c3,herb,moderate,annual,seed,no,low,no,low,intolerant,yes,non-woody,no,orthodox,0.123152,NA,98,0.267746115,NA,22.33847586,0.079828889
613,Myriophyllum heterophyllum,9,,8,10,gravity,NA,whorled,NA,compound,NA,NA,pinnate,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.312,NA,NA,0.2
614,Myriophyllum pinnatum,9,,8,,NA,NA,whorled,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,Myriophyllum verticillatum,9,4,,,multi,NA,whorled,NA,compound,NA,NA,pinnate,c3,herb,NA,perennial,vegetative,NA,NA,NA,none,intolerant,yes,non-woody,NA,NA,0.085928297,27.16666667,NA,1.506,NA,103.0719866,1.407692308
617,Najas flexilis,6,7,,5,animal,fruit,whorled,green,simple,SpSuF,deciduous,lanceolate,c3,herb,fast,annual,seed,no,none,yes,none,intolerant,none,non-woody,yes,intermediate,NA,NA,NA,NA,NA,NA,0.531
618,Najas guadalupensis,2,,1,5,NA,NA,whorled,gray-green,simple,Su,NA,NA,NA,herb,moderate,annual,NA,no,none,no,medium,intolerant,NA,non-woody,no,NA,NA,NA,NA,NA,NA,NA,0.3048
624,Nuphar variegata,8,6,,,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.19999,27.33333333,NA,24.76116667,NA,10.419,NA
625,Nymphaea odorata,9,,5,6,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,uncertain,0.18682,25.68,NA,5.858666667,NA,12.534,NA
626,Oenothera albicaulis,5,,3,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,Oenothera biennis,0,,,2,gravity,seed,alternate,green,simple,SpSuF,deciduous,lanceolate,c3,herb,fast,perennial,seed,no,med,no,none,intolerant,none,non-woody,no,orthodox,0.214545779,18.3903525,91.875,0.407822153,19.62045938,15.29513112,0.794267391
631,Oenothera laciniata,1,,0,2,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,28.78,98.5,0.4025,29.23976608,NA,NA
633,Oenothera rhombipetala,4,,,5,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,NA,NA,91.5,0.29325,NA,NA,NA
634,Onoclea sensibilis,10,,6,,NA,NA,rosette,green,compound,NA,NA,pinnatiphid,c3,fern,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.20406505,19.66991011,NA,NA,33.04372247,28.76265162,0.580541667
635,Lithospermum molle,7,,,10,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,22.1875,NA,NA,NA
636,Ophioglossum vulgatum,10,,7,7,NA,spore,rosette,NA,simple,NA,deciduous,cuneate,NA,fern,NA,perennial,NA,NA,NA,NA,NA,intolerant,yes,non-woody,NA,NA,0.11,NA,NA,NA,24.75,NA,0.19875
637,Opuntia fragilis,5,,3,9,NA,NA,rosette,NA,simple,NA,NA,NA,c3,shrub,NA,perennial,NA,NA,NA,NA,NA,NA,NA,woody,NA,NA,NA,NA,NA,22.106,NA,NA,NA
638,Opuntia macrorhiza,5,,3,8,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,22.625,NA,NA,NA
639,Opuntia polyacantha,3,,4,,NA,NA,rosette,green,simple,SpSuF,evergreen,NA,c3,shrub,fast,perennial,NA,no,high,no,none,intolerant,yes,non-woody,no,NA,NA,NA,NA,14.73668766,NA,NA,0.6096
640,Orobanche fasciculata,9,,6,10,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.004,NA,NA,NA
641,Orobanche ludoviciana,10,,6,,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.0060625,NA,NA,NA
642,Orobanche uniflora,10,,8,8,NA,NA,rosette,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.009,NA,NA,NA
648,Ostrya virginiana,9,,5,4,auto,NA,alternate,green,simple,SpSu,deciduous,acute,c3,tree,slow,perennial,NA,yes,med,intermediate,none,tolerant,NA,woody,yes,orthodox,0.351784136,27.51965866,NA,15.62479525,44.61093929,44.49966396,2.583774545
649,Oxalis dillenii,5,,0,0,NA,seed,rosette,NA,compound,NA,deciduous,palmate,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,93,0.1835,NA,NA,0.175
650,Oxalis stricta,0,,2,,auto,seed,rosette,NA,compound,NA,deciduous,trifoliate,c3,herb,NA,perennial,NA,NA,NA,NA,NA,intolerant,yes,non-woody,NA,orthodox,0.158651302,33.014895,NA,0.213675676,50.88045477,56.36944854,0.175157692
651,Oxalis violacea,7,,4,5,NA,NA,rosette,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.099150142,39.3,NA,0.455375,33.67003367,NA,0.092
655,Oxytropis sericea,6,,5,,NA,NA,alternate,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,2.2,NA,NA,NA
660,Panicum virgatum,5,,4,4,multi,NA,alternate,green,simple,Su,NA,NA,c4,graminoid,fast,perennial,NA,no,med,intermediate,medium,intolerant,yes,non-woody,no,orthodox,0.395400801,17.17191836,67,1.112720648,25.1906732,13.97173962,0.521763077
661,Parietaria pensylvanica,3,,0,2,auto,fruit,alternate,NA,simple,NA,deciduous,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,13.36,NA,0.280222222,31.25,NA,0.5
662,Parnassia palustris,10,4,,,gravity,seed,rosette,green,simple,Su,deciduous,cordate,c3,herb,moderate,perennial,seed and vegetative,no,none,intermediate,low,intolerant,yes,non-woody,no,uncertain,0.16939166,19.88814266,78.8,0.055543377,24.55461538,25.02502033,0.158773333
665,Parthenocissus quinquefolia,2,,1,,animal,NA,alternate,green,compound,SpSu,deciduous,obtuse,c3,vine,fast,perennial,NA,yes,high,no,none,intermediate,NA,woody,yes,orthodox,0.178567025,26.17613357,NA,25.76620689,15.12797111,36.96294224,2.848367568
667,Pedicularis canadensis,10,,7,7,NA,NA,alternate,gray-green,simple,SpSu,NA,NA,c3,herb,moderate,perennial,NA,no,low,intermediate,none,tolerant,yes,non-woody,no,NA,0.232972136,32.6,NA,0.894694042,NA,NA,0.39624
668,Pedicularis lanceolata,10,,,9,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.8,NA,NA,NA
669,Pellaea atropurpurea,10,,7,9,NA,NA,rosette,NA,compound,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.306666667,NA,NA,NA,NA,NA,0.154
670,Penstemon albidus,7,,5,,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.274902,16.68691699,NA,0.6,NA,9.6923195,NA
671,Penstemon angustifolius,9,,6,,NA,NA,opposite,green,simple,SpSu,NA,NA,NA,herb,fast,perennial,NA,yes,high,intermediate,none,intolerant,yes,non-woody,no,orthodox,NA,NA,NA,2.900870028,NA,NA,0.9144
676,Penstemon grandiflorus,5,,6,8,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,21.205,NA,1.741545455,9.778162556,10.50420168,0.636
680,Penthorum sedoides,3,,,2,NA,NA,alternate,green,simple,Sp,NA,NA,NA,herb,slow,perennial,NA,no,med,no,none,intermediate,yes,non-woody,no,NA,0.240981239,40.82,82,0.015723487,35.02420572,33.44627333,0.47562
681,Petasites frigidus,10,4,,,multi,NA,rosette,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,no,NA,NA,NA,non-woody,NA,NA,NA,22.35142857,NA,1.1132,21.83074178,19.98561036,0.15
687,Phlox divaricata,10,,3,5,NA,NA,opposite,green,simple,SpSu,NA,NA,NA,herb,fast,perennial,NA,no,low,intermediate,none,intermediate,yes,non-woody,no,NA,0.187757723,NA,NA,1.767,25,33.40301661,0.45688
689,Phlox pilosa,10,,7,7,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,semi-woody,NA,NA,0.181077694,17.253,NA,1.869545752,NA,25.66852391,0.431818182
690,Phragmites australis,0,5,1,1,gravity,fruit,rosette,green,simple,Sp,deciduous,linear,c3,graminoid,fast,perennial,vegetative,no,low,yes,med-high,intolerant,yes,non-woody,no,orthodox,0.412398231,22.95764391,92,4.382714286,16.36079932,12.26550473,1.782397333
691,Phryma leptostachya,8,,5,4,NA,NA,opposite,NA,simple,NA,deciduous,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,23.95,NA,NA,50.2,NA,0.6
692,Physalis heterophylla,5,,4,2,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.186298212,NA,NA,2.023,NA,29.07045643,0.226666667
693,Physalis longifolia,0,,2,,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,Physalis pumila,8,,4,5,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,27.22,NA,NA,9.662921348,NA,NA
695,Physalis virginiana,4,,6,3,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.20544257,19.042,NA,1.53,13.71742112,25.33486768,0.224
697,Physocarpus opulifolius,8,,,7,multi,seed,alternate,green,simple,SpSu,deciduous,NA,c3,shrub,slow,perennial,NA,yes,high,intermediate,none,intolerant,NA,woody,yes,orthodox,NA,NA,NA,0.645293049,24.3902439,NA,2.9396
699,Physostegia parviflora,7,6,,,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,1.9,NA,NA,NA
700,Physostegia virginiana,3,,7,6,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,orthodox,0.2699,NA,NA,2.6,NA,17.688065,0.44
701,Pilea fontana,8,,,6,NA,NA,opposite,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,Pilea pumila,4,,2,3,NA,NA,opposite,NA,simple,NA,NA,NA,c3,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,26.78,NA,0.999428571,39.5256917,NA,NA
705,Plagiobothrys scouleri,0,2,,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
707,Plantago eriopoda,5,4,,,NA,NA,rosette,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.455,NA,NA,NA
713,Poa arida,6,,5,,NA,NA,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,11.00675653,NA,NA
719,Poa palustris,4,3,,7,multi,seed,rosette,green,simple,SpSu,NA,NA,c3,graminoid,moderate,perennial,NA,no,low,intermediate,low,intolerant,yes,non-woody,no,orthodox,0.324156088,NA,NA,0.164493035,22.91009954,31.98041391,0.712168
721,Poa sylvestris,9,,4,5,NA,NA,alternate,green,simple,SpSu,NA,NA,NA,herb,moderate,perennial,NA,no,low,intermediate,none,tolerant,yes,non-woody,no,NA,NA,NA,NA,0.566123188,NA,NA,0.9144
722,Polanisia dodecandra,2,,0,0,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,3.239473684,NA,NA,NA
723,Polanisia jamesii,3,,6,5,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
724,Polygala alba,5,,6,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.7,NA,NA,NA
725,Polygala senega,10,,7,7,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,2.35,NA,NA,0.5
726,Polygala verticillata,8,,3,9,NA,NA,whorled,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.181818182,21.37,NA,0.314,12.82051282,NA,0.0775
727,Polygonatum biflorum,8,,5,7,animal,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,18.1,NA,19.508171,NA,25.48648123,NA
732,Polygonum erectum,0,1,1,,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,2.125,NA,NA,NA
733,Polygonum ramosissimum,3,,2,3,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,17.93,NA,3.908857143,12.75510204,NA,1
734,Polygonum tenue,7,,6,5,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,annual,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,0.410023081,11.35,NA,1.6876875,6.784260516,NA,0.228
736,Polypodium virginianum,7,,,3,NA,NA,rosette,NA,simple,NA,NA,NA,c3,fern,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,21.042,NA,NA,NA,NA,NA
741,Portulaca oleracea,0,,1,,animal,seed,rosette,NA,simple,NA,deciduous,ovate,c4,herb,NA,annual,seed,no,med,yes,NA,intolerant,none,non-woody,NA,orthodox,0.08498943,24.62664473,94.75,0.231794688,17.31868552,20.08192953,0.092363636
742,Potamogeton amplifolius,8,,10,10,NA,NA,alternate,green,simple,SuF,NA,NA,NA,herb,fast,perennial,NA,no,none,no,none,intolerant,none,non-woody,no,NA,NA,NA,NA,NA,NA,NA,NA
744,Potamogeton diversifolius,4,,,6,NA,NA,alternate,green,simple,Sp,NA,NA,NA,herb,fast,perennial,NA,no,none,no,none,intolerant,none,non-woody,no,NA,NA,NA,NA,NA,NA,NA,0.97536
745,Potamogeton foliosus,2,4,5,5,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,Potamogeton friesii,8,5,,10,animal,fruit,alternate,NA,simple,NA,NA,NA,c3,herb,NA,perennial,vegetative,NA,NA,NA,none,intolerant,yes,non-woody,NA,NA,NA,NA,NA,NA,NA,NA,0.975
747,Potamogeton gramineus,6,3,7,10,animal,fruit,alternate,green,simple,SpSu,deciduous,NA,c3,herb,fast,perennial,NA,no,none,intermediate,none,intolerant,yes,non-woody,no,orthodox,0.186164667,NA,NA,2.49,NA,47.92133333,0.756666667
748,Potamogeton illinoensis,8,,10,7,NA,NA,alternate,NA,simple,NA,NA,NA,NA,herb,NA,perennial,NA,NA,NA,NA,NA,NA,NA,non-woody,NA,NA,NA,NA,NA,0.115,NA,NA,NA
749,Potamogeton natans,10,5,,7,animal,fruit,alternate,green,simple,Su,deciduous,NA,c3,herb,fast,perennial,seed and vegetative,no,none,intermediate,none,intolerant,yes,non-woody,no,orthodox,0.195032787,39.525,NA,5.450755556,27.05153846,31.697,0.515714286
